comuna;comuna_servel;region;ud;dto;cir;X04alc_cd_v;X04alc_cd_p;X04alc_ci_v;X04alc_ci_p;X04alc_iz_v;X04alc_iz_p;X04alc_ot_v;X04alc_ot_p;X04con_cd_v;X04con_cd_p;X04con_ci_v;X04con_ci_p;X04con_iz_v;X04con_iz_p;X04con_ot_v;X04con_ot_p;X08alc_cd_v;X08alc_cd_p;X08alc_ci_v;X08alc_ci_p;X08alc_iz_v;X08alc_iz_p;X08alc_ot_v;X08alc_ot_p;X08con_cd_v;X08con_cd_p;X08con_ci_v;X08con_ci_p;X08con_iz_v;X08con_iz_p;X08con_ot_v;X08con_ot_p;X12alc_cd_v;X12alc_cd_p;X12alc_ci_v;X12alc_ci_p;X12alc_iz_v;X12alc_iz_p;X12alc_ot_v;X12alc_ot_p;X12con_cd_v;X12con_cd_p;X12con_ci_v;X12con_ci_p;X12con_iz_v;X12con_iz_p;X12con_ot_v;X12con_ot_p;X13dip_cd_v;X13dip_cd_p;X13dip_ci_v;X13dip_ci_p;X13dip_iz_v;X13dip_iz_p;X13dip_ot_v;X13dip_ot_p;X13sen_cd_v;X13sen_cd_p;X13sen_ci_v;X13sen_ci_p;X13sen_iz_v;X13sen_iz_p;X13sen_ot_v;X13sen_ot_p;X16alc_cd_v;X16alc_cd_p;X16alc_ci_v;X16alc_ci_p;X16alc_iz_v;X16alc_iz_p;X16alc_ot_v;X16alc_ot_p;X16con_cd_v;X16con_cd_p;X16con_ci_v;X16con_ci_p;X16con_iz_v;X16con_iz_p;X16con_ot_v;X16con_ot_p;X17dip_cd_v;X17dip_cd_p;X17dip_ci_v;X17dip_ci_p;X17dip_iz_v;X17dip_iz_p;X17dip_ot_v;X17dip_ot_p;X17sen_cd_v;X17sen_cd_p;X17sen_ci_v;X17sen_ci_p;X17sen_iz_v;X17sen_iz_p;X17sen_ot_v;X17sen_ot_p;X13pr1_cd_v;X13pr1_cd_p;X13pr1_ci_v;X13pr1_ci_p;X13pr1_iz_v;X13pr1_iz_p;X13p17_ot_v;X13pr1_ot_p;X13pr2_cd_v;X13pr2_cd_p;X13pr2_ci_v;X13pr2_ci_p;X13pr2_iz_v;X13pr2_iz_p;X13p17_ot_v;X13pr2_ot_p;X17pr1_cd_v;X17pr1_cd_p;X17pr1_ci_v;X17pr1_ci_p;X17pr1_iz_v;X17pr1_iz_p;X17pr1_ot_v;X17pr1_ot_p;X17pr2_cd_v;X17pr2_cd_p;X17pr2_ci_v;X17pr2_ci_p;X17pr2_iz_v;X17pr2_iz_p;X17pr2_ot_v;X17pr2_ot_p;X09pr1_cd_v;X09pr1_cd_p;X09pr1_ci_v;X09pr1_ci_p;X09pr1_iz_v;X09pr1_iz_p;X09pr1_ot_v;X09pr1_ot_p
San Vicente;SAN VICENTE;O-Higgins;304;16;8;9621;0.4849783244;9104;0.4589172296;1113;0.05610444601;0;0;7548;0.3864031944;10443;0.5346063274;1543;0.07899047814;0;0;10757;0.5302671793;7247;0.3572414473;0;0;2282;0.1124913734;7542;0.3845604732;7588;0.3869059759;1632;0.08321435856;2850;0.1453191923;5771;0.2928103912;11876;0.602567355;0;0;2062;0.1046222538;4993;0.2619484812;7518;0.3944179214;2272;0.1191962646;4278;0.2244373328;5281;0.2887685914;4513;0.2467738408;981;0.05364173228;7513;0.4108158355;5545;0.3093790102;11547;0.6442559839;831;0.04636500586;0;0;6728;0.3951835536;7469;0.4387077827;2828;0.1661086637;0;0;7257;0.443853211;5827;0.3563914373;2744;0.1678287462;522;0.0319266055;6168;0.3736596595;2894;0.1753195614;1396;0.08457018235;6049;0.3664505967;;;;;;;;;4430;0.233625145;10394;0.5481489294;2404;0.1267798755;1734;;5558;0.3280217186;11386;0.6719782814;;0;;0;7707;0.4377484948;5618;0.3190957628;4281;0.2431557424;;0;10658;0.5479409799;8793;0.4520590201;;0;;0;9644;0.4514558562;7481;0.350201292;4237;0.1983428518;0;0
Chépica;CHEPICA;O-Higgins;40;16;8;3260;0.4321887843;3546;0.4701047329;226;0.02996155376;511;0.06774492907;3155;0.4311876452;2635;0.3601202679;249;0.0340303403;1278;0.1746617466;4931;0.627114333;2932;0.372885667;0;0;0;0;3974;0.5278257405;2786;0.3700358613;265;0.03519723735;504;0.06694116084;4483;0.5587685404;3161;0.3939922722;379;0.04723918734;0;0;3816;0.4916892153;2548;0.3283082077;1122;0.1445689988;275;0.03543357815;3143;0.5203642384;2639;0.4369205298;258;0.04271523179;0;0;2247;0.3786653185;3507;0.5910010111;180;0.03033367037;0;0;3618;0.5410497981;2778;0.4154329296;0;0;291;0.04351727232;4064;0.6173477138;2085;0.3167248975;434;0.06592738873;0;0;2736;0.5368916797;1630;0.3198587127;273;0.05357142857;457;0.08967817896;;;;;;;;;1991;0.3150815002;3391;0.5366355436;506;0.08007596139;431;;2352;0.3985765125;3549;0.6014234875;;0;;0;2994;0.5479502196;1602;0.2931918009;868;0.1588579795;;0;4052;0.6207107843;2476;0.3792892157;;0;;0;3357;0.4296685012;3011;0.3853833355;1445;0.1849481633;0;0
La Estrella;LA ESTRELLA;O-Higgins;120;16;8;1091;0.4510128152;925;0.3823894171;59;0.0243902439;344;0.1422075238;1014;0.4197019868;1153;0.4772350993;187;0.07740066225;62;0.02566225166;1206;0.5039699122;1147;0.4793146678;40;0.01671541997;0;0;944;0.398817068;1205;0.5090832277;74;0.03126320237;144;0.0608365019;1391;0.5431472081;1170;0.4568527919;0;0;0;0;1275;0.542322416;1042;0.4432156529;34;0.01446193109;0;0;646;0.3927051672;777;0.4723404255;222;0.1349544073;0;0;576;0.3516483516;1009;0.615995116;53;0.03235653236;0;0;1130;0.4565656566;507;0.2048484848;0;0;838;0.3385858586;1371;0.5501605136;778;0.3121990369;343;0.1376404494;0;0;640;0.420499343;604;0.3968462549;105;0.06898817346;173;0.1136662286;;;;;;;;;499;0.2838452787;1007;0.5728100114;156;0.08873720137;96;;577;0.3465465465;1088;0.6534534535;;0;;0;806;0.4926650367;536;0.3276283619;294;0.1797066015;;0;1067;0.561283535;834;0.438716465;;0;;0;938;0.4110429448;960;0.4206836109;384;0.1682734443;0;0
Litueche;LITUECHE;O-Higgins;142;16;8;1558;0.4414848399;1602;0.4539529612;48;0.01360158685;321;0.09096061207;1571;0.4507890961;1723;0.4944045911;15;0.004304160689;176;0.05050215208;225;0.0579299691;1721;0.443099897;0;0;1938;0.4989701339;1286;0.3351576753;2104;0.5483450612;28;0.007297367735;419;0.1091998958;2130;0.5122655123;2028;0.4877344877;0;0;0;0;1743;0.4234693878;1998;0.4854227405;0;0;375;0.09110787172;1106;0.3720147999;1685;0.5667675748;182;0.06121762529;0;0;943;0.3142285905;1970;0.6564478507;88;0.02932355881;0;0;2427;0.6050860135;1584;0.3949139865;0;0;0;0;2295;0.5744680851;1700;0.4255319149;0;0;0;0;1001;0.4117647059;1119;0.4603044015;200;0.08227067051;111;0.04566022213;;;;;;;;;894;0.2763523957;1956;0.6046367852;233;0.07202472952;152;;946;0.3192710091;2017;0.6807289909;;0;;0;1316;0.4773304316;955;0.3463910047;486;0.1762785637;;0;1894;0.5662182362;1451;0.4337817638;;0;;0;1569;0.4157392687;1698;0.4499205087;507;0.1343402226;0;0
Lolol;LOLOL;O-Higgins;148;16;8;1270;0.3296132883;2505;0.6501427459;78;0.02024396574;0;0;1339;0.3496083551;2354;0.6146214099;26;0.006788511749;111;0.02898172324;99;0.02396514161;1707;0.4132171387;0;0;2325;0.5628177197;882;0.2167608749;3154;0.7751290243;33;0.008110100762;0;0;97;0.01979995918;1586;0.3237395387;0;0;3216;0.6564605021;1116;0.2311516156;3215;0.665907208;0;0;497;0.1029411765;1057;0.3046987604;2256;0.6503315076;156;0.04496973191;0;0;929;0.2731549544;2383;0.7006762717;89;0.02616877389;0;0;0;0;0;0;0;0;4124;1;1036;0.252006811;2008;0.4884456337;1067;0.2595475553;0;0;870;0.3254769921;1481;0.5540591096;143;0.05349794239;179;0.06696595585;;;;;;;;;868;0.2375478927;2285;0.6253420909;299;0.08182813355;202;;1056;0.3167366527;2278;0.6832633473;;0;;0;1394;0.4815198618;1003;0.3464594128;498;0.1720207254;;0;1891;0.561961367;1474;0.438038633;;0;;0;1575;0.393258427;1742;0.4349563046;688;0.1717852684;0;0
Marchihue;MARCHIGUE;O-Higgins;166;16;8;1652;0.3943661972;1236;0.2950584865;39;0.009310097875;1262;0.3012652184;1666;0.4029020556;1952;0.4720677146;421;0.1018137848;96;0.02321644498;2784;0.6363428571;1345;0.3074285714;0;0;246;0.05622857143;1488;0.3372620127;2263;0.512919311;191;0.04329102448;470;0.1065276519;2946;0.6915492958;1314;0.3084507042;0;0;0;0;1583;0.3736134057;1949;0.4599952797;56;0.01321689875;649;0.1531744159;930;0.2958015267;1310;0.4166666667;904;0.2875318066;0;0;923;0.296975547;2065;0.6644144144;120;0.03861003861;0;0;2983;0.7837624803;823;0.2162375197;0;0;0;0;1950;0.5162827641;1199;0.3174477098;628;0.1662695261;0;0;1026;0.3874622356;1018;0.3844410876;263;0.09932024169;341;0.128776435;;;;;;;;;757;0.2244292914;2085;0.6181440854;349;0.1034687222;182;;942;0.2946512355;2255;0.7053487645;;0;;0;1280;0.4322863897;987;0.3333333333;694;0.2343802769;;0;1854;0.539580908;1582;0.460419092;;0;;0;1679;0.3852684718;2012;0.4616796696;667;0.1530518587;0;0
Nancagua;NANCAGUA;O-Higgins;180;16;8;2292;0.2808135261;4192;0.5135996079;0;0;1678;0.205586866;2107;0.2603484493;4538;0.5607314964;1189;0.1469170888;259;0.03200296553;1186;0.1386485855;2697;0.3152910919;0;0;4671;0.5460603227;2111;0.2461233532;3467;0.4042205899;1719;0.2004197272;1280;0.1492363297;4345;0.5207958768;1948;0.2334891526;0;0;2050;0.2457149706;2755;0.33483228;2577;0.3131988333;1643;0.1996840058;1253;0.1522848809;3229;0.4632711621;3353;0.481061693;388;0.05566714491;0;0;1904;0.2741935484;4804;0.6918202765;236;0.03398617512;0;0;2875;0.3899891481;3852;0.5225176343;645;0.08749321758;0;0;2247;0.3125608569;3695;0.5139796912;1247;0.1734594519;0;0;2459;0.3772050928;2374;0.3641662832;548;0.0840619727;1138;0.1745666513;;;;;;;;;1622;0.2220093074;4314;0.5904735834;712;0.09745414728;658;;2062;0.3026566857;4751;0.6973433143;;0;;0;3026;0.435207824;2541;0.365453761;1386;0.1993384151;;0;4070;0.5217948718;3730;0.4782051282;;0;;0;3562;0.4173892665;3463;0.4057886103;1509;0.1768221233;0;0
Navidad;NAVIDAD;O-Higgins;182;16;8;1181;0.3219738277;2321;0.6327699019;166;0.04525627045;0;0;766;0.2109611677;2167;0.5968052878;595;0.1638667034;103;0.02836684109;595;0.1680316295;2121;0.598983338;825;0.2329850325;0;0;835;0.2342215989;2124;0.5957924264;589;0.1652173913;17;0.00476858345;577;0.1718796545;1100;0.327673518;0;0;1680;0.5004468275;880;0.2630005977;2024;0.6049013748;63;0.01882845188;379;0.1132695756;629;0.2403515476;1739;0.6645013374;249;0.09514711502;0;0;633;0.2362821948;1914;0.7144456887;132;0.04927211646;0;0;0;0;1602;0.4763603925;0;0;1761;0.5236396075;1177;0.3497771174;2188;0.6502228826;0;0;0;0;686;0.2832369942;1193;0.4925681255;310;0.1279933939;233;0.09620148637;;;;;;;;;628;0.2100334448;1939;0.6484949833;307;0.1026755853;116;;750;0.2739225712;1988;0.7260774288;;0;;0;1110;0.4008667389;1044;0.3770314193;615;0.2221018418;;0;1377;0.446932814;1704;0.553067186;;0;;0;1317;0.3681856304;1480;0.4137545429;780;0.2180598267;0;0
Palmilla;PALMILLA;O-Higgins;201;16;8;748;0.1316437874;3305;0.5816613868;98;0.01724744808;1531;0.2694473777;2296;0.4100732274;3056;0.5458117521;247;0.04411502054;0;0;2619;0.4701974865;2951;0.5298025135;0;0;0;0;1440;0.2503041891;4045;0.7031114201;109;0.01894663654;159;0.02763775422;3014;0.4887303389;3023;0.4901897195;130;0.02107994162;0;0;2257;0.375916056;2801;0.4665223185;596;0.09926715523;350;0.05829447035;2118;0.4288317473;2356;0.4770196396;465;0.09414861308;0;0;1378;0.2762630313;3467;0.6950681636;143;0.02866880513;0;0;2426;0.4090372618;3505;0.5909627382;0;0;0;0;2606;0.44977563;3071;0.5300310666;117;0.02019330342;0;0;1514;0.3379464286;2192;0.4892857143;183;0.04084821429;591;0.1319196429;;;;;;;;;1251;0.2380136986;3238;0.6160578387;443;0.08428462709;324;;1516;0.3050915677;3453;0.6949084323;;0;;0;2046;0.4252754105;1898;0.3945125753;867;0.1802120141;;0;2947;0.5428255664;2482;0.4571744336;;0;;0;2517;0.4212552301;2566;0.4294560669;892;0.1492887029;0;0
Paredones;PAREDONES;O-Higgins;205;16;8;1437;0.3690292758;2378;0.6106831022;79;0.02028762198;0;0;1474;0.3795056643;2023;0.5208547889;288;0.07415036045;99;0.02548918641;1326;0.3499604117;2463;0.6500395883;0;0;0;0;976;0.2551633987;2241;0.5858823529;420;0.1098039216;188;0.0491503268;1608;0.3947949914;2127;0.5222194942;338;0.08298551436;0;0;1045;0.262760875;2385;0.599698265;202;0.05079205431;345;0.08674880563;913;0.3228429986;1634;0.5777934936;281;0.09936350778;0;0;739;0.2573119777;2039;0.7099582173;94;0.03272980501;0;0;2143;0.460266323;2251;0.4834621993;197;0.04231099656;65;0.0139604811;1627;0.3565636643;2618;0.573745343;318;0.06969099277;0;0;1088;0.4101017716;974;0.3671315492;165;0.06219374293;426;0.1605729363;;;;;;;;;653;0.2116007777;2089;0.6769280622;217;0.07031756319;127;;721;0.2499133449;2164;0.7500866551;;0;;0;1267;0.440848991;1181;0.4109255393;426;0.1482254697;;0;1626;0.4696707106;1836;0.5303292894;;0;;0;1249;0.3290305585;2040;0.5374077977;507;0.1335616438;0;0
Peralillo;PERALILLO;O-Higgins;215;16;8;1624;0.2911959835;2233;0.4003944773;146;0.02617894926;1574;0.2822305899;2269;0.4124704599;2118;0.3850209053;1114;0.2025086348;0;0;2940;0.5153374233;2501;0.4383873795;0;0;264;0.0462751972;2606;0.466606983;2572;0.460519248;276;0.04941808415;131;0.02345568487;2630;0.4397993311;3146;0.5260869565;204;0.03411371237;0;0;2683;0.4559048428;2526;0.4292268479;267;0.04536958369;409;0.06949872557;1661;0.3596016454;2564;0.5550985062;394;0.08529984845;0;0;1295;0.2779566431;3209;0.6887744151;155;0.03326894183;0;0;3385;0.6065221287;1998;0.3580003584;73;0.01308009317;125;0.02239741982;1929;0.3553140542;3215;0.5921900903;285;0.05249585559;0;0;1636;0.3987326347;1664;0.4055569096;262;0.06385571533;541;0.1318547404;;;;;;;;;1192;0.2392133253;2962;0.5944210315;505;0.1013445715;324;;1441;0.3093602404;3217;0.6906397596;;0;;0;1953;0.4438636364;1499;0.3406818182;948;0.2154545455;;0;2739;0.5299922601;2429;0.4700077399;;0;;0;2303;0.3971374375;2554;0.4404207622;942;0.1624418003;0;0
Pichilemu;PICHILEMU;O-Higgins;221;16;8;300;0.04398826979;2958;0.4337243402;64;0.009384164223;3498;0.5129032258;1837;0.2720675355;2660;0.393957346;781;0.1156694313;1474;0.2183056872;2010;0.280334728;1665;0.2322175732;156;0.02175732218;3339;0.4656903766;2111;0.2961975586;2514;0.3527430897;471;0.0660867125;2031;0.2849726393;1492;0.2090221351;3507;0.4913140936;178;0.02493695713;1961;0.2747268142;2021;0.2819082159;3339;0.4657553355;824;0.1149393221;985;0.1373971265;2197;0.3644658261;2636;0.4372926344;1195;0.1982415395;0;0;2102;0.3530399731;3555;0.5970775949;297;0.04988243198;0;0;857;0.105037382;4435;0.5435715161;0;0;2867;0.3513911019;3291;0.4117867868;3071;0.3842592593;1630;0.203953954;0;0;3574;0.554796647;1778;0.2760012419;566;0.08786091276;524;0.08134119839;;;;;;;;;1644;0.2602501187;3324;0.5261991452;930;0.1472217825;419;;2228;0.3803345852;3630;0.6196654148;;0;;0;3546;0.5116883117;2067;0.2982683983;1317;0.19004329;;0;4377;0.5829781566;3131;0.4170218434;;0;;0;3238;0.4427731437;2594;0.354710789;1481;0.2025160673;0;0
Placilla;PLACILLA;O-Higgins;225;16;8;1976;0.4159124395;2517;0.5297832035;258;0.05430435698;0;0;1875;0.394487692;2272;0.478013886;452;0.09509783295;154;0.0324005891;2696;0.5250243427;2439;0.4749756573;0;0;0;0;1371;0.2707880703;2487;0.4912107446;448;0.08848508789;757;0.1495160972;2606;0.4975181367;2632;0.5024818633;0;0;0;0;1295;0.2491822205;2659;0.5116413315;0;0;1243;0.239176448;1310;0.3452820242;2150;0.5666842383;334;0.08803373748;0;0;1035;0.2662037037;2709;0.6967592593;144;0.03703703704;0;0;2271;0.3974448722;3443;0.6025551278;0;0;0;0;1729;0.3108035233;2699;0.4851698724;1135;0.2040266044;0;0;1114;0.288750648;1392;0.3608087092;238;0.06168999482;1114;0.288750648;;;;;;;;;941;0.229288499;2333;0.5684697856;434;0.1057504873;396;;1211;0.3232781634;2535;0.6767218366;;0;;0;1952;0.4726392252;1352;0.3273607748;826;0.2;;0;2608;0.5680679591;1983;0.4319320409;;0;;0;2030;0.4047049442;2072;0.4130781499;914;0.1822169059;0;0
Pumanque;PUMANQUE;O-Higgins;238;16;8;1331;0.5722269991;896;0.3852106621;28;0.01203783319;71;0.03052450559;1098;0.4738886491;894;0.3858437635;33;0.01424255503;292;0.1260250324;1186;0.4611197512;307;0.1193623639;0;0;1079;0.4195178849;894;0.3490823897;1251;0.4884810621;83;0.03240921515;333;0.1300273331;1369;0.5215238095;1256;0.4784761905;0;0;0;0;600;0.2286585366;1104;0.4207317073;270;0.1028963415;650;0.2477134146;714;0.4066059226;896;0.5102505695;146;0.08314350797;0;0;603;0.3449656751;1083;0.6195652174;62;0.03546910755;0;0;1754;0.6434336023;972;0.3565663977;0;0;0;0;1665;0.6155268022;1040;0.3844731978;0;0;0;0;808;0.5053158224;534;0.3339587242;119;0.07442151345;138;0.08630393996;;;;;;;;;446;0.2322916667;1195;0.6223958333;161;0.08385416667;118;;490;0.2953586498;1169;0.7046413502;;0;;0;979;0.5575170843;514;0.2927107062;263;0.1497722096;;0;1279;0.609047619;821;0.390952381;;0;;0;959;0.4046413502;1040;0.4388185654;371;0.1565400844;0;0
Santa Cruz;SANTA CRUZ;O-Higgins;306;16;8;2744;0.1792526783;6003;0.3921478965;361;0.02358244055;6200;0.4050169846;4216;0.2820444207;8950;0.5987423067;1405;0.09399250736;377;0.02522076532;5966;0.3663718988;7036;0.4320805699;0;0;3282;0.2015475313;5388;0.3413583376;8276;0.5243284339;1010;0.06398884947;1110;0.07032437912;10207;0.6870162213;4650;0.3129837787;0;0;0;0;4972;0.3462395543;7202;0.5015320334;428;0.02980501393;1758;0.1224233983;6744;0.4963568117;6069;0.4466769706;774;0.05696621771;0;0;4273;0.3201708377;8504;0.6371946651;569;0.04263449723;0;0;7696;0.5988639016;3948;0.3072134464;256;0.01992062874;951;0.07400202319;4487;0.3607783227;5381;0.4326606095;2318;0.1863793519;251;0.02018171585;6296;0.5006759443;3412;0.271332008;739;0.05876739563;2128;0.1692246521;;;;;;;;;3705;0.2598723434;7606;0.5334923196;1660;0.1164340324;1286;;4780;0.3714063714;8090;0.6285936286;;0;;0;6557;0.4934527393;4073;0.3065171583;2658;0.2000301023;;0;9114;0.6014650564;6039;0.3985349436;;0;;0;7375;0.4366747587;6442;0.3814317011;3072;0.1818935402;0;0
Curicó;CURICO;Maule;79;17;9;28728;0.589570464;16938;0.3476101545;3061;0.06281938145;0;0;19561;0.4131151003;23381;0.4937909187;2912;0.06149947202;1496;0.03159450898;24464;0.4860043308;22345;0.4439080597;0;0;3528;0.07008760951;20225;0.4211523645;23510;0.4895570872;2264;0.0471440768;2024;0.04214647148;16859;0.3519036487;29283;0.6112340319;942;0.01966268682;824;0.01719963263;13954;0.3021000216;27029;0.5851699502;3093;0.06696254601;2114;0.04576748214;20885;0.3928631892;27804;0.5230149922;4472;0.08412181863;0;0;;;;;;;;;15048;0.373779776;19512;0.4846618147;0;0;5699;0.1415584093;13555;0.3572934788;19496;0.5138910855;3701;0.09755390374;1186;0.03126153197;24826;0.4795256123;16094;0.3108630148;9366;0.1809085992;1486;0.0287027737;18038;0.3463318165;15070;0.2893458518;7717;0.1481673483;11258;0.2161549834;12847;0.2313315927;27445;0.4941928514;8764;0.1578103898;6479;;17014;0.3587181109;30416;0.6412818891;;0;;0;25117;0.4475109575;16733;0.2981327727;14276;0.2543562698;;0;32440;0.5529325538;26229;0.4470674462;;0;;0;23938;0.4279763288;19124;0.3419090698;12871;0.2301146014;0;0
Hualañé;HUALAÑE;Maule;105;17;9;232;0.04053817928;3308;0.5780185218;0;0;2183;0.381443299;1834;0.3247167139;2899;0.5132790368;472;0.0835694051;443;0.07843484419;2914;0.5123066104;2144;0.3769338959;141;0.02478902954;489;0.08597046414;1834;0.3301530153;2784;0.501170117;774;0.1393339334;163;0.02934293429;2994;0.510398909;2754;0.4694851688;0;0;118;0.02011592226;1648;0.2857142857;2957;0.5126560333;1136;0.1969486824;27;0.004680998613;1427;0.2867765273;3340;0.671221865;209;0.04200160772;0;0;;;;;;;;;3489;0.5811125916;2515;0.4188874084;0;0;0;0;2592;0.4390987633;2498;0.423174657;813;0.1377265797;0;0;1523;0.3843048196;1841;0.4645470603;482;0.1216250315;117;0.02952308857;1602;0.388457808;1659;0.4022793404;417;0.1011154219;446;0.1081474297;974;0.1865185753;3465;0.663538874;402;0.07698199923;381;;1192;0.2428193115;3717;0.7571806885;;0;;0;2013;0.4356199957;1868;0.4042415062;740;0.1601384982;;0;2594;0.4903591682;2696;0.5096408318;;0;;0;1866;0.3285211268;3021;0.5318661972;793;0.1396126761;0;0
Licantén;LICANTEN;Maule;139;17;9;1535;0.3851944793;1556;0.3904642409;37;0.009284818068;857;0.2150564617;1459;0.3678769541;1746;0.4402420575;258;0.06505295008;503;0.1268280383;2384;0.5402220712;2029;0.4597779288;0;0;0;0;1580;0.3589277601;2076;0.4716038164;352;0.07996365289;394;0.08950477056;1364;0.3056925146;1288;0.2886597938;0;0;1810;0.4056476916;1656;0.3599217561;2766;0.6011736579;179;0.03890458596;0;0;1042;0.3203197049;2052;0.6308023363;159;0.04887795881;0;0;;;;;;;;;1541;0.3415336879;683;0.1513741135;0;0;2288;0.5070921986;1808;0.4102564103;2295;0.5207624234;304;0.06898116633;0;0;1133;0.4042097752;1258;0.4488048519;338;0.1205850874;74;0.02640028541;964;0.3344899375;1252;0.4344205413;247;0.08570437196;419;0.1453851492;600;0.1694915254;2237;0.631920904;343;0.09689265537;360;;805;0.2484567901;2435;0.7515432099;;0;;0;1406;0.4377334994;1208;0.3760896638;598;0.1861768369;;0;1829;0.5034406826;1804;0.4965593174;;0;;0;1410;0.3309082375;1886;0.4426191035;965;0.226472659;0;0
Molina;MOLINA;Maule;175;17;9;8580;0.4270781483;10956;0.5453459433;554;0.02757590841;0;0;7347;0.3782239382;6248;0.3216473616;2941;0.1514028314;2889;0.1487258687;9899;0.4847460947;9711;0.4755398854;0;0;811;0.03971401988;7447;0.3788086881;9167;0.4663004222;2082;0.105905692;963;0.04898519762;6145;0.3016691213;12256;0.6016691213;404;0.01983308787;1565;0.07682866961;5566;0.2849390806;10385;0.5316371455;2221;0.1136991912;1362;0.06972458278;5892;0.3126724687;11637;0.6175440459;1315;0.06978348546;0;0;;;;;;;;;4524;0.240472014;10418;0.5537660129;0;0;3871;0.2057619731;5505;0.3061564985;11989;0.6667593571;487;0.02708414437;0;0;6048;0.3732642103;6639;0.4097389372;2923;0.1803986916;593;0.03659816083;5369;0.3252362491;6443;0.3902956142;2170;0.1314514175;2526;0.1530167192;3583;0.1783474365;12604;0.6273768044;2076;0.1033349925;1827;;4598;0.2545535072;13465;0.7454464928;;0;;0;6107;0.3552233597;6937;0.4035016287;4148;0.2412750116;;0;9697;0.4765344734;10652;0.5234655266;;0;;0;7275;0.340829234;9611;0.4502693839;4459;0.2089013821;0;0
Rauco;RAUCO;Maule;263;17;9;2727;0.4917944094;2482;0.4476104599;89;0.01605049594;247;0.04454463481;2481;0.4480765758;2023;0.3653603034;491;0.08867617844;542;0.09788694239;2912;0.5181494662;2380;0.4234875445;141;0.02508896797;187;0.03327402135;1848;0.3332131266;3482;0.6278398846;182;0.03281644428;34;0.006130544537;2171;0.3835011482;3286;0.5804628158;0;0;204;0.03603603604;1232;0.2208676945;3466;0.6213696665;660;0.1183219792;220;0.03944065973;1672;0.3402523403;2990;0.6084656085;252;0.05128205128;0;0;;;;;;;;;1884;0.3751493429;3138;0.6248506571;0;0;0;0;1838;0.3703405198;2751;0.5543018336;374;0.07535764658;0;0;1709;0.4232293214;1625;0.402426944;593;0.1468548787;111;0.02748885587;1461;0.3571253972;1401;0.3424590565;498;0.1217306282;731;0.1786849181;1049;0.2018860662;3239;0.6233641263;493;0.09488067744;415;;1353;0.2828177258;3431;0.7171822742;;0;;0;1961;0.4267682263;1656;0.3603917301;978;0.2128400435;;0;2690;0.5240600039;2443;0.4759399961;;0;;0;2152;0.3743259697;2542;0.4421638546;1055;0.1835101757;0;0
Romeral;ROMERAL;Maule;277;17;9;2289;0.3324618736;4385;0.6368917938;211;0.03064633261;0;0;2938;0.4326951399;3239;0.4770250368;613;0.09027982327;0;0;2456;0.3396017699;3423;0.4733130531;177;0.02447455752;1176;0.1626106195;2718;0.3834109183;3050;0.4302440401;582;0.08209902666;739;0.104246015;2372;0.307253886;3358;0.4349740933;0;0;1990;0.2577720207;2772;0.3679808841;3557;0.4721890349;694;0.09212797026;510;0.06770211071;2645;0.3910408043;3634;0.5372560615;485;0.07170313424;0;0;;;;;;;;;298;0.04401772526;5608;0.8283604136;864;0.1276218612;0;0;2813;0.4215495279;3620;0.5424846396;240;0.03596583246;0;0;2630;0.4558058925;2118;0.3670710572;881;0.1526863085;141;0.02443674177;2184;0.3674911661;1968;0.3311458859;808;0.1359582702;983;0.1654046778;1658;0.2323756132;4028;0.5645409951;885;0.1240364401;564;;2082;0.3316342784;4196;0.6683657216;;0;;0;3292;0.4967556964;2049;0.3091896786;1286;0.194054625;;0;4186;0.5927499292;2876;0.4072500708;;0;;0;3172;0.420578096;3154;0.4181914612;1216;0.1612304429;0;0
Sagrada Familia;SAGRADA FAMILIA;Maule;279;17;9;766;0.08661239258;6138;0.6940298507;1940;0.2193577567;0;0;2087;0.2356328328;4912;0.5545895902;644;0.07271085018;1214;0.1370667269;646;0.07280513919;4780;0.5387129494;0;0;3447;0.3884819114;3395;0.3850516049;4565;0.5177498015;585;0.06634909833;272;0.03084949529;4815;0.5137644046;3470;0.3702518139;0;0;1087;0.1159837815;3542;0.3849163225;4903;0.5328189524;46;0.00499891328;711;0.07726581178;2501;0.3040729483;5192;0.6312462006;532;0.06468085106;0;0;;;;;;;;;6570;0.7095032397;2337;0.2523758099;0;0;353;0.03812095032;5048;0.5601420328;3933;0.4364181092;31;0.003439857967;0;0;2579;0.3781524927;3160;0.4633431085;860;0.1260997067;221;0.03240469208;2238;0.3223390465;2868;0.4130779202;832;0.1198329252;1005;0.144750108;1499;0.1721010333;5801;0.6660160735;768;0.08817451206;642;;1785;0.2263504945;6101;0.7736495055;;0;;0;2836;0.3714959392;3331;0.4363374378;1467;0.192166623;;0;3758;0.4473276991;4643;0.5526723009;;0;;0;2924;0.3174809989;4702;0.5105320304;1584;0.1719869707;0;0
